citation_date__c,citation_hour__c,citation_number__c,citation_time__c,court_address__c,court_date__c,court_hour__c,court_location__c,court_time__c,Court__c,date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,DefendentID__c,drivers_license_number__c,first_name__c,Id,last_name__c,REC_ID__c,Name
4/3/2015,AM,872631028,3:22,9699 Lilac Drive,11/30/2015,PM,RIVERVIEW,1:51,a03i000000OQsscAAD,4/29/1996,9400 Farragut Plaza,CHAMP,MO,a04i000000h8NIbAAM,Q633514747,Judy,a02i000000c3yz3AAA,Lynch,921,RIVERVIEW - 872631028 - 42097
2/7/2015,AM,741155335,4:10,9699 Lilac Drive,10/25/2015,PM,RIVERVIEW,2:39,a03i000000OQsscAAD,12/3/1968,8213 Reinke Road,BRIDGETON,MO,a04i000000h8NJKAA2,L628163308,Richard,a02i000000c3yz4AAA,Cook,969,RIVERVIEW - 741155335 - 42042
5/5/2015,PM,874536433,12:10,7447 Dale Avenue,10/21/2015,PM,RICHMOND HEIGHTS,12:10,a03i000000OQssbAAD,1/6/1958,835 Grayhawk Way,SUNSET HILLS,,a04i000000h8N3uAAE,W879351691,Marilyn,a02i000000c3yz5AAA,Arnold,10,RICHMOND HEIGHTS - 874536433 - 42129
2/19/2015,PM,491477711,2:08,7447 Dale Avenue,12/20/2015,PM,RICHMOND HEIGHTS,2:08,a03i000000OQssbAAD,1/26/1991,3 Welch Way,KIRKWOOD,MO,a04i000000h8N5oAAE,I573208604,Harry,a02i000000c3yz6AAA,Harris,128,RICHMOND HEIGHTS - 491477711 - 42054
3/23/2015,PM,338350319,2:59,One Missionary Way,10/26/2015,PM,GRANTWOOD VILLAGE,2:59,a03i000000OQssBAAT,1/18/1965,808 Esch Way,SYCAMORE HILLS,MO,a04i000000h8N6eAAE,Q168264286,Sandra,a02i000000c3yz7AAA,Palmer,180,GRANTWOOD VILLAGE - 338350319 - 42086
1/7/2015,PM,291907220,3:24,7447 Dale Avenue,12/15/2015,PM,RICHMOND HEIGHTS,3:24,a03i000000OQssbAAD,3/13/1953,89756 Badeau Way,BEL-NOR,MO,a04i000000h8N72AAE,Q255715248,Brandon,a02i000000c3yz8AAA,Fox,204,RICHMOND HEIGHTS - 291907220 - 42011
6/29/2015,AM,380691526,6:07,7447 Dale Avenue,11/16/2015,PM,RICHMOND HEIGHTS,1:37,a03i000000OQssbAAD,6/15/1961,9969 Dawn Circle,EUREKA,MO,a04i000000h8N9fAAE,B292285580,Paul,a02i000000c3yz9AAA,Gray,367,RICHMOND HEIGHTS - 380691526 - 42184
7/20/2015,PM,971165487,7:34,7447 Dale Avenue,11/10/2015,PM,RICHMOND HEIGHTS,3:04,a03i000000OQssbAAD,2/28/1979,,BRIDGETON,MO,a04i000000h8NB4AAM,M961044624,Adam,a02i000000c3yzAAAQ,Wheeler,454,RICHMOND HEIGHTS - 971165487 - 42205
9/5/2015,PM,91679444,7:58,One Missionary Way,9/24/2015,PM,GRANTWOOD VILLAGE,3:28,a03i000000OQssBAAT,11/27/1964,538 Macpherson Parkway,WESTWOOD,MO,a04i000000h8NBRAA2,X489182129,Patricia,a02i000000c3yzBAAQ,Rivera,478,GRANTWOOD VILLAGE - 91679444 - 42252
6/22/2015,PM,525294825,4:24,6120 Madison,9/19/2015,PM,BERKELEY 1,4:24,a03i000000OQsrkAAD,12/5/1986,13 Marquette Center,VALLEY PARK,MO,a04i000000h8N80AAE,B777914872,Earl,a02i000000c3z42AAA,Garza,264,BERKELEY 1 - 525294825 - 42177
2/22/2015,PM,188006317,6:02,6120 Madison,12/13/2015,PM,BERKELEY 1,1:32,a03i000000OQsrkAAD,8/30/1969,61048 Warbler Alley,WESTWOOD,MO,a04i000000h8N9aAAE,B468712028,Paul,a02i000000c3z43AAA,Ruiz,362,BERKELEY 1 - 188006317 - 42057
4/3/2015,AM,510421700,6:39,6120 Madison,10/18/2015,PM,BERKELEY 1,2:09,a03i000000OQsrkAAD,8/1/1995,7273 Bashford Crossing,BEL-RIDGE,MO,a04i000000h8NABAA2,Q750030873,Peter,a02i000000c3z44AAA,Brown,399,BERKELEY 1 - 510421700 - 42097
6/3/2015,AM,181594417,6:57,6120 Madison,12/22/2015,PM,BERKELEY 1,2:27,a03i000000OQsrkAAD,4/27/1993,2 North Parkway,PINE LAWN,MO,a04i000000h8NATAA2,X688174227,Louis,a02i000000c3z45AAA,Brooks,417,BERKELEY 1 - 181594417 - 42158
5/25/2015,PM,319151999,8:50,6120 Madison,10/25/2015,PM,BERKELEY 1,4:20,a03i000000OQsrkAAD,3/24/1954,13 Straubel Trail,MAPLEWOOD,MO,a04i000000h8NCIAA2,C411808827,Terry,a02i000000c3z46AAA,Green,530,BERKELEY 1 - 319151999 - 42149
3/22/2015,AM,643392974,10:51,6120 Madison,9/21/2015,PM,BERKELEY 1,1:51,a03i000000OQsrkAAD,11/2/1975,61632 School Drive,,,a04i000000h8NEFAA2,B276370946,Chris,a02i000000c3z47AAA,Nelson,651,BERKELEY 1 - 643392974 - 42085
2/4/2015,AM,35468551,12:30,6120 Madison,10/20/2015,PM,BERKELEY 1,3:29,a03i000000OQsrkAAD,6/15/1977,49 Corry Junction,BELLERIVE,MO,a04i000000h8NFpAAM,B828120695,Cheryl,a02i000000c3z48AAA,Stewart,749,BERKELEY 1 - 35468551 - 42039
3/17/2015,AM,713610396,1:44,6120 Madison,10/4/2015,PM,BERKELEY 1,12:13,a03i000000OQsrkAAD,10/16/1959,606 Ridgeview Plaza,BEL-NOR,MO,a04i000000h8NH1AAM,O337056655,Lawrence,a02i000000c3z49AAA,Williams,823,BERKELEY 1 - 713610396 - 42080
3/8/2015,PM,995690299,3:33,6120 Madison,9/20/2015,PM,BERKELEY 1,2:02,a03i000000OQsrkAAD,2/23/1957,4 Dovetail Trail,PAGEDALE,,a04i000000h8NImAAM,D614261312,Amy,a02i000000c3z4AAAQ,Bailey,932,BERKELEY 1 - 995690299 - 42071
7/19/2015,AM,177270076,2:13,8920 Natural Bridge Road,,PM,BEL-RIDGE,2:13,a03i000000OQsrjAAD,11/24/1965,72368 Sullivan Center,VINITA TERRACE,MO,a04i000000h8N5qAAE,,Ruth,a02i000000c3z4BAAQ,Hansen,133,BEL-RIDGE - 177270076 - 42204
2/8/2015,AM,241062547,2:57,8920 Natural Bridge Road,11/13/2015,PM,BEL-RIDGE,2:57,a03i000000OQsrjAAD,1/10/1983,375 Ronald Regan Parkway,WILBUR PARK,MO,a04i000000h8N6bAAE,C018769789,Adam,a02i000000c3z4CAAQ,Thomas,177,BEL-RIDGE - 241062547 - 42043
8/19/2015,PM,76638743,3:14,8920 Natural Bridge Road,10/14/2015,PM,BEL-RIDGE,3:14,a03i000000OQsrjAAD,10/14/1966,6 Nancy Trail,HANLEY HILLS,,a04i000000h8N6sAAE,E505901973,Lori,a02i000000c3z4DAAQ,Henry,194,BEL-RIDGE - 76638743 - 42235
3/5/2015,PM,964570714,12:07,8920 Natural Bridge Road,10/14/2015,PM,BEL-RIDGE,3:06,a03i000000OQsrjAAD,1/9/1980,79485 Meadow Vale Drive,DES PERES,MO,a04i000000h8NFSAA2,D687510070,Matthew,a02i000000c3z4EAAQ,Roberts,726,BEL-RIDGE - 964570714 - 42068
8/15/2015,AM,935486347,1:32,8920 Natural Bridge Road,9/29/2015,PM,BEL-RIDGE,12:01,a03i000000OQsrjAAD,11/14/1984,27848 Katie Plaza,EUREKA,MO,a04i000000h8NGpAAM,P522051049,Henry,a02i000000c3z4FAAQ,Robinson,811,BEL-RIDGE - 935486347 - 42231
5/8/2015,PM,822823380,1:43,8920 Natural Bridge Road,,PM,BEL-RIDGE,12:12,a03i000000OQsrjAAD,9/26/1964,03 Northfield Center,KIRKWOOD,MO,a04i000000h8NH0AAM,D795053584,Tina,a02i000000c3z4GAAQ,Butler,822,BEL-RIDGE - 822823380 - 42132
7/12/2015,PM,2226681,4:05,8920 Natural Bridge Road,9/23/2015,PM,BEL-RIDGE,2:34,a03i000000OQsrjAAD,5/12/1991,3876 Fulton Plaza,DES PERES,MO,a04i000000h8NJIAA2,N215703956,Phillip,a02i000000c3z4HAAQ,Armstrong,964,BEL-RIDGE - 2226681 - 42197
2/11/2015,PM,765338143,2:30,8416 Natural Bridge Road,,PM,BEL-NOR,2:30,a03i000000OQsriAAD,12/31/1951,4 Logan Circle,CHAMP,MO,a04i000000h8N6AAAU,Z274154316,Ruby,a02i000000c3z4IAAQ,Bowman,150,BEL-NOR - 765338143 - 42046
2/24/2015,AM,701530835,2:43,8416 Natural Bridge Road,9/16/2015,PM,BEL-NOR,2:43,a03i000000OQsriAAD,10/17/1993,43 Brentwood Alley,GLENDALE,MO,a04i000000h8N6NAAU,C309189058,Gerald,a02i000000c3z4JAAQ,Clark,163,BEL-NOR - 701530835 - 42059
5/31/2015,AM,372691818,4:49,8416 Natural Bridge Road,11/1/2015,PM,BEL-NOR,12:19,a03i000000OQsriAAD,5/30/1980,027 Vernon Lane,VALLEY PARK,MO,a04i000000h8N8PAAU,A531293089,Donna,a02i000000c3z4KAAQ,Fisher,289,BEL-NOR - 372691818 - 42155
4/19/2015,PM,171716967,6:12,8416 Natural Bridge Road,12/4/2015,PM,BEL-NOR,1:42,a03i000000OQsriAAD,12/6/1995,5361 Southridge Point,BEL-RIDGE,MO,a04i000000h8N9kAAE,Z107455548,Frank,a02i000000c3z4LAAQ,Harris,372,BEL-NOR - 171716967 - 42113
5/22/2015,PM,379301520,10:50,300 Park Drive,11/9/2015,PM,ST. LOUIS CITY,1:50,a03i000000OQtckAAD,12/30/1978,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,a04i000000h8NDVAA2,S185105520,Gerald,a02i000000c3ypbAAA,Ross,650,ST. LOUIS CITY - 379301520 - 42146
5/4/2015,PM,159086630,10:54,16860 Main Street,12/11/2015,PM,ST. LOUIS CITY,1:54,a03i000000OQtckAAD,12/30/1978,60437 Delaware Drive,CRYSTAL LAKE PARK,MO,a04i000000h8NDVAA2,S185105520,Gerald,a02i000000c3ypcAAA,Ross,654,ST. LOUIS CITY - 159086630 - 42128
,PM,428367180,11:44,2560 Lucas & Hunt Road,11/17/2015,PM,ST. LOUIS CITY,2:44,a03i000000OQtckAAD,5/30/1978,5008 Lakeland Terrace,CHARLACK,MO,a04i000000h8NF6AAM,M632368611,John,a02i000000c3ypdAAA,Lawrence,704,ST. LOUIS CITY - 428367180 -
2/14/2015,PM,3499338,12:01,7900 Carondelet Avenue,10/20/2015,PM,ST. LOUIS CITY,2:59,a03i000000OQtckAAD,3/12/1951,35 Dwight Junction,,MO,a04i000000h8NFMAA2,Y496973489,Ronald,a02i000000c3ypeAAA,Harrison,720,ST. LOUIS CITY - 3499338 - 42049
3/12/2015,PM,34161422,12:05,320 Benton Street,11/21/2015,PM,ST. LOUIS CITY,3:04,a03i000000OQtckAAD,3/7/1973,5952 Eastwood Street,WILDWOOD,MO,a04i000000h8NFQAA2,S259432787,Jacqueline,a02i000000c3ypfAAA,Garza,724,ST. LOUIS CITY - 34161422 - 42075
1/22/2015,AM,917157412,12:10,8944 St. Charles Rock Road,,PM,ST. LOUIS CITY,3:09,a03i000000OQtckAAD,,90 Mifflin Street,FRONTENAC,MO,a04i000000h8NFVAA2,R798100614,Ernest,a02i000000c3ypgAAA,Moore,729,ST. LOUIS CITY - 917157412 - 42026
3/8/2015,AM,780841558,12:18,12355 Natural Bridge Road,10/12/2015,PM,ST. LOUIS CITY,3:17,a03i000000OQtckAAD,9/4/1955,48483 Shasta Terrace,KIRKWOOD,MO,a04i000000h8NGDAA2,O284707033,Alan,a02i000000c3yphAAA,Scott,737,ST. LOUIS CITY - 780841558 - 42071
8/29/2015,AM,495766638,12:34,200 Highlands Blvd. Dr.,11/20/2015,PM,ST. LOUIS CITY,3:33,a03i000000OQtckAAD,9/4/1955,48483 Shasta Terrace,KIRKWOOD,MO,a04i000000h8NGDAA2,O284707033,Alan,a02i000000c3ypiAAA,Scott,753,ST. LOUIS CITY - 495766638 - 42245
3/1/2015,AM,768792006,12:38,975 Pennsylvania Avenue,11/20/2015,PM,ST. LOUIS CITY,3:37,a03i000000OQtckAAD,9/4/1955,48483 Shasta Terrace,KIRKWOOD,MO,a04i000000h8NGDAA2,O284707033,Alan,a02i000000c3ypjAAA,Scott,757,ST. LOUIS CITY - 768792006 - 42064
7/30/2015,AM,256065364,12:54,7700 Natural Bridge Road,11/16/2015,PM,ST. LOUIS CITY,3:53,a03i000000OQtckAAD,9/4/1955,48483 Shasta Terrace,KIRKWOOD,MO,a04i000000h8NGDAA2,O284707033,Alan,a02i000000c3ypkAAA,Scott,773,ST. LOUIS CITY - 256065364 - 42215
5/27/2015,PM,180762390,12:55,10015 Manchester Road,11/16/2015,PM,ST. LOUIS CITY,3:54,a03i000000OQtckAAD,9/4/1955,48483 Shasta Terrace,KIRKWOOD,MO,a04i000000h8NGDAA2,O284707033,Alan,a02i000000c3yplAAA,Scott,774,ST. LOUIS CITY - 180762390 - 42151
5/23/2015,AM,414867259,1:08,10015 Manchester Road,10/1/2015,PM,ST. LOUIS CITY,4:07,a03i000000OQtckAAD,9/4/1955,48483 Shasta Terrace,KIRKWOOD,MO,a04i000000h8NGDAA2,O284707033,Alan,a02i000000c3ypmAAA,Scott,787,ST. LOUIS CITY - 414867259 - 42147
8/5/2015,AM,729464188,1:24,120 City Hall Drive,11/9/2015,PM,ST. LOUIS CITY,4:23,a03i000000OQtckAAD,6/2/1988,,MANCHESTER,MO,a04i000000h8NGhAAM,A636298063,Justin,a02i000000c3ypnAAA,Fox,803,ST. LOUIS CITY - 729464188 - 42221
1/11/2015,AM,139452887,1:30,3915 Roland Boulevard,9/15/2015,PM,ST. LOUIS CITY,4:29,a03i000000OQtckAAD,8/16/1982,7995 Leroy Point,GREEN PARK,MO,a04i000000h8NGnAAM,O259368051,Barbara,a02i000000c3ypoAAA,Coleman,809,ST. LOUIS CITY - 139452887 - 42015
9/2/2015,AM,161666117,1:48,52 Young Drive,12/5/2015,PM,ST. LOUIS CITY,12:17,a03i000000OQtckAAD,6/10/1993,16467 Dorton Parkway,EUREKA,MO,a04i000000h8NH5AAM,,Todd,a02i000000c3yppAAA,Riley,827,ST. LOUIS CITY - 161666117 - 42249
3/8/2015,PM,21342385,1:53,4400 Shrewsbury Avenue,12/2/2015,PM,ST. LOUIS CITY,12:22,a03i000000OQtckAAD,12/20/1957,0 Crescent Oaks Place,CRYSTAL LAKE PARK,MO,a04i000000h8NHAAA2,B810597531,Jerry,a02i000000c3ypqAAA,Gonzalez,832,ST. LOUIS CITY - 21342385 - 42071
2/6/2015,PM,258220909,2:11,3915 Roland Boulevard,11/12/2015,PM,ST. LOUIS CITY,12:40,a03i000000OQtckAAD,7/31/1978,0 Charing Cross Park,MARLBOROUGH,MO,a04i000000h8NHSAA2,L155414613,Ralph,a02i000000c3yprAAA,Reyes,850,ST. LOUIS CITY - 258220909 - 42041
7/21/2015,PM,544190633,2:33,300 Park Drive,12/13/2015,PM,ST. LOUIS CITY,1:02,a03i000000OQtckAAD,12/18/1952,301 Northridge Place,,MO,a04i000000h8NHoAAM,S522630440,Harold,a02i000000c3ypsAAA,Hawkins,872,ST. LOUIS CITY - 544190633 - 42206
7/26/2015,AM,742572673,3:24,16860 Main Street,12/15/2015,PM,ST. LOUIS CITY,1:53,a03i000000OQtckAAD,3/22/1963,4 Harbort Center,VELDA CITY,MO,a04i000000h8NIdAAM,I695924298,Phyllis,a02i000000c3yptAAA,Chapman,923,ST. LOUIS CITY - 742572673 - 42211
2/19/2015,AM,58768488,3:46,2560 Lucas & Hunt Road,11/8/2015,PM,ST. LOUIS CITY,2:15,a03i000000OQtckAAD,6/12/1962,381 Chive Place,MAPLEWOOD,MO,a04i000000h8NIzAAM,J523987277,Carol,a02i000000c3ypuAAA,West,945,ST. LOUIS CITY - 58768488 - 42054
6/22/2015,AM,349206782,12:25,11911 Dorsett Road,9/20/2015,PM,MARYLAND HEIGHTS,12:25,a03i000000OQssPAAT,6/18/1982,2 Anthes Alley,BRENTWOOD,MO,a04i000000h8N49AAE,I949145193,Raymond,a02i000000c3yu2AAA,Griffin,25,MARYLAND HEIGHTS - 349206782 - 42177
8/13/2015,AM,599139476,12:41,8374 Midland Boulevard,10/29/2015,PM,VINITA PARK,12:41,a03i000000OQsspAAD,10/17/1988,6 Jay Center,RIVERVIEW,MO,a04i000000h8N4PAAU,Z090024506,Donald,a02i000000c3yu3AAA,Robertson,41,VINITA PARK - 599139476 - 42229
4/22/2015,PM,89246410,12:42,8374 Midland Boulevard,9/29/2015,PM,VINITA PARK,12:42,a03i000000OQsspAAD,4/8/1986,12982 Talisman Circle,WILBUR PARK,MO,a04i000000h8N4QAAU,I915840812,Peter,a02i000000c3yu4AAA,Gonzales,42,VINITA PARK - 89246410 - 42116
7/28/2015,AM,939493541,12:55,8374 Midland Boulevard,12/13/2015,PM,VINITA PARK,12:55,a03i000000OQsspAAD,6/13/1978,3 Drewry Crossing,ST. ANN,MO,a04i000000h8N4dAAE,,Laura,a02i000000c3yu5AAA,Lawrence,55,VINITA PARK - 939493541 - 42213
7/21/2015,PM,159938715,1:44,11911 Dorsett Road,11/5/2015,PM,MARYLAND HEIGHTS,1:44,a03i000000OQssPAAT,2/11/1979,939 Reindahl Terrace,WILBUR PARK,MO,a04i000000h8N5QAAU,A978973252,Lisa,a02i000000c3yu6AAA,Hawkins,104,MARYLAND HEIGHTS - 159938715 - 42206
6/10/2015,AM,75928447,4:01,11911 Dorsett Road,10/6/2015,PM,MARYLAND HEIGHTS,4:01,a03i000000OQssPAAT,4/9/1952,0049 Summit Crossing,MARYLAND HEIGHTS,MO,a04i000000h8N7dAAE,T680565039,Katherine,a02i000000c3yu7AAA,Warren,241,MARYLAND HEIGHTS - 75928447 - 42165
,PM,609511420,4:32,11911 Dorsett Road,11/5/2015,PM,MARYLAND HEIGHTS,12:02,a03i000000OQssPAAT,3/7/1964,36745 6th Lane,ROCK HILL,MO,a04i000000h8N88AAE,F940893547,Teresa,a02i000000c3yu8AAA,Stanley,272,MARYLAND HEIGHTS - 609511420 -
1/11/2015,AM,466576411,4:37,11911 Dorsett Road,11/28/2015,PM,MARYLAND HEIGHTS,12:07,a03i000000OQssPAAT,8/25/1955,12699 Bluestem Road,BEL-NOR,MO,a04i000000h8N8DAAU,F740735149,Clarence,a02i000000c3yu9AAA,Wagner,277,MARYLAND HEIGHTS - 466576411 - 42015
7/3/2015,PM,795646191,5:08,11911 Dorsett Road,11/2/2015,PM,MARYLAND HEIGHTS,12:38,a03i000000OQssPAAT,10/3/1982,363 Grayhawk Hill,SYCAMORE HILLS,MO,a04i000000h8N8iAAE,A622075732,Rachel,a02i000000c3yuAAAQ,Brown,308,MARYLAND HEIGHTS - 795646191 - 42188
5/13/2015,AM,823746543,5:13,11911 Dorsett Road,12/4/2015,PM,MARYLAND HEIGHTS,12:43,a03i000000OQssPAAT,11/15/1985,96 Melrose Place,MARYLAND HEIGHTS,MO,a04i000000h8N8nAAE,T931140471,Willie,a02i000000c3yuBAAQ,Arnold,313,MARYLAND HEIGHTS - 823746543 - 42137
2/20/2015,PM,576210729,5:14,8374 Midland Boulevard,11/22/2015,PM,VINITA PARK,12:44,a03i000000OQsspAAD,3/22/1958,5 Dakota Pass,GREENDALE,MO,a04i000000h8N8oAAE,R532950137,Judith,a02i000000c3yuCAAQ,Moore,314,VINITA PARK - 576210729 - 42055
3/21/2015,PM,329368554,8:34,11911 Dorsett Road,12/11/2015,PM,MARYLAND HEIGHTS,4:04,a03i000000OQssPAAT,8/30/1962,8 Grasskamp Way,CALVERTON PARK,MO,a04i000000h8NC2AAM,B653514358,Marie,a02i000000c3yuDAAQ,Sullivan,514,MARYLAND HEIGHTS - 329368554 - 42084
2/19/2015,PM,934724995,9:00,11911 Dorsett Road,12/27/2015,PM,MARYLAND HEIGHTS,4:30,a03i000000OQssPAAT,6/28/1968,,BRIDGETON,MO,a04i000000h8NCRAA2,N797959653,Annie,a02i000000c3yuEAAQ,Fowler,540,MARYLAND HEIGHTS - 934724995 - 42054
2/6/2015,PM,728731454,9:14,8374 Midland Boulevard,10/4/2015,PM,VINITA PARK,12:14,a03i000000OQsspAAD,3/19/1991,56 Melrose Hill,OLIVETTE,MO,a04i000000h8NCgAAM,M354084092,Anna,a02i000000c3yuFAAQ,Williams,554,VINITA PARK - 728731454 - 42041
3/31/2015,PM,453253483,9:26,8374 Midland Boulevard,12/23/2015,PM,VINITA PARK,12:26,a03i000000OQsspAAD,2/21/1967,18 Quincy Street,ROCK HILL,MO,a04i000000h8NCsAAM,U250084141,Susan,a02i000000c3yuGAAQ,Richards,566,VINITA PARK - 453253483 - 42094
7/6/2015,AM,189688697,11:03,8374 Midland Boulevard,9/14/2015,PM,VINITA PARK,2:03,a03i000000OQsspAAD,3/1/1992,947 Express Crossing,PASADENA HILLS,MO,a04i000000h8NEQAA2,T901820954,Donna,a02i000000c3yuHAAQ,Reynolds,663,VINITA PARK - 189688697 - 42191
1/17/2015,AM,600184275,1:18,11911 Dorsett Road,12/29/2015,PM,MARYLAND HEIGHTS,4:17,a03i000000OQssPAAT,5/28/1961,347 Mccormick Park,,MO,a04i000000h8NGbAAM,N002854770,Raymond,a02i000000c3yuIAAQ,Gilbert,797,MARYLAND HEIGHTS - 600184275 - 42021
1/28/2015,PM,774260091,2:07,11911 Dorsett Road,,PM,MARYLAND HEIGHTS,12:36,a03i000000OQssPAAT,7/24/1966,64 Nelson Court,NORWOOD COURT,MO,a04i000000h8NHOAA2,L454589876,Ralph,a02i000000c3yuJAAQ,Holmes,846,MARYLAND HEIGHTS - 774260091 - 42032
6/8/2015,PM,152698204,2:25,11911 Dorsett Road,11/29/2015,PM,MARYLAND HEIGHTS,12:54,a03i000000OQssPAAT,9/14/1987,86 Dexter Road,CHESTERFIELD,MO,a04i000000h8NHgAAM,B097135738,Norma,a02i000000c3yuKAAQ,Day,864,MARYLAND HEIGHTS - 152698204 - 42163
8/28/2015,AM,593279915,2:44,11911 Dorsett Road,10/8/2015,PM,MARYLAND HEIGHTS,1:13,a03i000000OQssPAAT,6/1/1963,8469 Talisman Circle,BEL-NOR,MO,a04i000000h8NHvAAM,F917801962,Eugene,a02i000000c3yuLAAQ,Price,883,MARYLAND HEIGHTS - 593279915 - 42244
3/4/2015,AM,450901231,9:31,7447 Dale Avenue,12/2/2015,PM,RICHMOND HEIGHTS,12:31,a03i000000OQssbAAD,8/1/1980,25 Spaight Point,FLORISSANT,MO,a04i000000h8NCtAAM,B511308400,Carolyn,a02i000000c3yzCAAQ,Brown,571,RICHMOND HEIGHTS - 450901231 - 42067
7/29/2015,AM,139026990,9:55,7447 Dale Avenue,11/5/2015,PM,RICHMOND HEIGHTS,12:55,a03i000000OQssbAAD,8/4/1958,17429 Shopko Avenue,WILBUR PARK,MO,a04i000000h8NDLAA2,O007062762,Heather,a02i000000c3yzDAAQ,Sullivan,595,RICHMOND HEIGHTS - 139026990 - 42214
4/5/2015,PM,773857386,10:04,One Missionary Way,12/10/2015,PM,GRANTWOOD VILLAGE,1:04,a03i000000OQssBAAT,3/13/1978,4 Delladonna Parkway,BEL-NOR,MO,a04i000000h8NDUAA2,E648191004,Julia,a02i000000c3yzEAAQ,Diaz,604,GRANTWOOD VILLAGE - 773857386 - 42099
1/24/2015,AM,313345628,11:09,7447 Dale Avenue,12/5/2015,PM,RICHMOND HEIGHTS,2:09,a03i000000OQssbAAD,7/15/1989,37 Corscot Hill,ST. ANN,MO,a04i000000h8NEXAA2,Y503438841,Harry,a02i000000c3yzFAAQ,Mitchell,669,RICHMOND HEIGHTS - 313345628 - 42028
4/15/2015,AM,862934528,11:39,One Missionary Way,11/21/2015,PM,GRANTWOOD VILLAGE,2:39,a03i000000OQssBAAT,2/14/1966,,MANCHESTER,MO,a04i000000h8NF1AAM,W003452133,Margaret,a02i000000c3yzGAAQ,Matthews,699,GRANTWOOD VILLAGE - 862934528 - 42109
3/14/2015,PM,104114023,12:15,7447 Dale Avenue,11/25/2015,PM,RICHMOND HEIGHTS,3:14,a03i000000OQssbAAD,9/18/1959,7 Sage Alley,MARLBOROUGH,MO,a04i000000h8NFaAAM,H093161268,Wayne,a02i000000c3yzHAAQ,Lane,734,RICHMOND HEIGHTS - 104114023 - 42077
1/31/2015,PM,302530044,2:47,One Missionary Way,12/14/2015,PM,GRANTWOOD VILLAGE,1:16,a03i000000OQssBAAT,2/12/1963,0727 Bobwhite Road,PAGEDALE,MO,a04i000000h8NI2AAM,O572892932,Donald,a02i000000c3yzIAAQ,Morgan,886,GRANTWOOD VILLAGE - 302530044 - 42035
3/24/2015,PM,505910636,3:37,7447 Dale Avenue,12/25/2015,PM,RICHMOND HEIGHTS,2:06,a03i000000OQssbAAD,10/9/1967,6 Gulseth Drive,BLACK JACK,MO,a04i000000h8NIqAAM,A065485924,Linda,a02i000000c3yzJAAQ,Ward,936,RICHMOND HEIGHTS - 505910636 - 42087
2/11/2015,PM,215865931,3:45,7447 Dale Avenue,11/17/2015,PM,RICHMOND HEIGHTS,2:14,a03i000000OQssbAAD,11/15/1950,349 Nevada Park,MOLINE ACRES,MO,a04i000000h8NIyAAM,F889129423,Adam,a02i000000c3yzKAAQ,Davis,944,RICHMOND HEIGHTS - 215865931 - 42046
2/11/2015,AM,686626219,3:52,7447 Dale Avenue,9/15/2015,PM,RICHMOND HEIGHTS,2:21,a03i000000OQssbAAD,5/6/1973,4 Kedzie Way,WELLSTON,MO,a04i000000h8NJ3AAM,,Wanda,a02i000000c3yzLAAQ,Howard,951,RICHMOND HEIGHTS - 686626219 - 42046
6/10/2015,PM,340845703,4:11,One Missionary Way,9/22/2015,PM,GRANTWOOD VILLAGE,2:40,a03i000000OQssBAAT,12/3/1968,8213 Reinke Road,BRIDGETON,MO,a04i000000h8NJKAA2,,Richard,a02i000000c3yzMAAQ,Cook,970,GRANTWOOD VILLAGE - 340845703 - 42165
1/30/2015,AM,875184804,12:27,424 North Sappington Road,12/2/2015,PM,GLENDALE,12:27,a03i000000OQssAAAT,2/18/1962,0338 Lindbergh Place,VINITA PARK,,a04i000000h8N4BAAU,,Pamela,a02i000000c3yzNAAQ,West,27,GLENDALE - 875184804 - 42034
1/25/2015,PM,153256595,1:08,424 North Sappington Road,10/14/2015,PM,GLENDALE,1:08,a03i000000OQssAAAT,,94054 Hagan Hill,CREVE COEUR,MO,a04i000000h8N4kAAE,O176840716,Sandra,a02i000000c3yzOAAQ,Young,68,GLENDALE - 153256595 - 42029
1/11/2015,AM,30692900,1:41,6250 Steve Marve Avenue,9/21/2015,PM,PINE LAWN,1:41,a03i000000OQssaAAD,10/26/1952,68 Di Loreto Alley,NORMANDY,MO,a04i000000h8N5NAAU,F629953912,Kelly,a02i000000c3yzPAAQ,Banks,101,PINE LAWN - 30692900 - 42015
2/13/2015,PM,146322430,2:12,6250 Steve Marve Avenue,10/14/2015,PM,PINE LAWN,2:12,a03i000000OQssaAAD,11/24/1965,72368 Sullivan Center,VINITA TERRACE,MO,a04i000000h8N5qAAE,,Ruth,a02i000000c3yzQAAQ,Hansen,132,PINE LAWN - 146322430 - 42048
3/16/2015,AM,467115019,3:59,424 North Sappington Road,12/26/2015,PM,GLENDALE,3:59,a03i000000OQssAAAT,3/25/1955,60033 Maryland Plaza,BEVERLY HILLS,MO,a04i000000h8N7bAAE,B927750211,Ronald,a02i000000c3yzRAAQ,Spencer,239,GLENDALE - 467115019 - 42079
3/14/2015,AM,719068521,5:29,424 North Sappington Road,10/26/2015,PM,GLENDALE,12:59,a03i000000OQssAAAT,1/30/1961,8957 Kinsman Terrace,VINITA PARK,MO,a04i000000h8N93AAE,V500593939,Timothy,a02i000000c3yzSAAQ,Hill,329,GLENDALE - 719068521 - 42077
